Linked Issue Type,Issue Sub-Type,Issue key,Issue Tasks,Assignee,Reporter,Created,Resolved,Priority,Status,Downtime started,Category,Downtime,Downtime Ended,Days,Resolved Hours,Downtime Hours,Cost Impact,Downtime Percentage,City,Region,Country,Linked Remedy
Incident,Incident,TEI-3128,TEI Incident,Debapratim Sarkar,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,Yes,28-07-2023 10:00,3,72,14,"₹ 1,680",24,Delhi,Asia Pacific,India,INC000023602809
Incident,Incident,TEI-3129,TEI Incident,R Balaji,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,Yes,28-07-2023 10:00,3,72,12,"₹ 1,440",20,Delhi,Asia Pacific,India,INC000023602820
Incident,Incident,TEI-3130,TEI Incident,Lincy Mathew,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,Yes,28-07-2023 10:00,3,72,41,"₹ 4,920",132,Delhi,Asia Pacific,India,INC000023602821
Incident,Incident,TEI-3131,TEI Incident,Maharshi Chatterjee,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,3,72,0,₹ 0,0,Cambridge,Europe & Eurasia,United Kingdom,INC000023602827
Incident,Incident,TEI-3132,TEI Incident,Duggisetty Greeshma,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023602833
Incident,Incident,TEI-3133,TEI Incident,Suraj S,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023602889
Incident,Incident,TEI-3134,TEI Incident,Govardhan,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023602890
Incident,Incident,TEI-3135,TEI Incident,Muthuraja M,Divya Kurian,07-07-2023 17:15,10-07-2023 17:15,High,Resolved,25-07-2023 10:00,Deployement,Yes,28-07-2023 10:00,3,72,25,"₹ 3,000",53,Cambridge,Europe & Eurasia,United Kingdom,INC000023602891
Incident,Incident,TEI-3136,TEI Incident,Govardhan,Divya Kurian,08-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Configuration,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023602946
Incident,Incident,TEI-3137,TEI Incident,Govardhan,Divya Kurian,09-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Hardware,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023602964
Incident,Incident,TEI-3138,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Configuration,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Cambridge,Europe & Eurasia,United Kingdom,INC000023602972
Incident,Incident,TEI-3139,TEI Incident,Suraj S,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Application,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023602977
Incident,Incident,TEI-3140,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Network,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023602978
Incident,Incident,TEI-3141,TEI Incident,Debapratim Sarkar,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Database,No,28-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023602989
Incident,Incident,TEI-3142,TEI Incident,R Balaji,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,0,0,0,₹ 0,0,Cambridge,Europe & Eurasia,United Kingdom,INC000023602997
Incident,Incident,TEI-3143,TEI Incident,Lincy Mathew,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Software,No,28-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603000
Incident,Incident,TEI-3144,TEI Incident,Maharshi Chatterjee,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Software,No,28-07-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603033
Incident,Incident,TEI-3145,TEI Incident,Duggisetty Greeshma,Divya Kurian,10-07-2023 10:00,13-07-2023 10:00,High,Resolved,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,3,72,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603035
Incident,Incident,TEI-3088,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Configuration,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023602101
Incident,Incident,TEI-3089,TEI Incident,Debapratim Sarkar,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Hardware,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Cambridge,Europe & Eurasia,United Kingdom,INC000023602178
Incident,Incident,TEI-3090,TEI Incident,R Balaji,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Configuration,Yes,28-07-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023602314
Incident,Incident,TEI-3091,TEI Incident,Lincy Mathew,Divya Kurian,10-07-2023 10:00,0,High,In Progress,25-07-2023 10:00,Application,No,28-07-2023 10:00,0,0,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023602441
Incident,Incident,TEI-3092,TEI Incident,Maharshi Chatterjee,Divya Kurian,10-07-2023 11:10,0,High,In Progress,25-07-2023 10:00,Network,No,28-07-2023 10:00,0,0,20,"₹ 2,400",-100,London,Europe & Eurasia,United Kingdom,INC000023602442
Incident,Incident,TEI-3093,TEI Incident,Duggisetty Greeshma,Divya Kurian,10-07-2023 11:10,0,High,In Progress,25-07-2023 10:00,Database,No,28-07-2023 10:00,0,0,17,"₹ 2,040",-100,Jaipur,Asia Pacific,India,INC000023602522
Incident,Incident,TEI-3094,TEI Incident,Suraj S,Divya Kurian,10-07-2023 11:10,0,High,In Progress,25-07-2023 10:00,Deployement,No,28-07-2023 10:00,0,0,16,"₹ 1,920",-100,Jaipur,Asia Pacific,India,INC000023602611
Incident,Incident,TEI-3095,TEI Incident,Govardhan,Divya Kurian,10-07-2023 11:10,0,High,In Progress,25-07-2023 10:00,Software,No,28-07-2023 10:00,0,0,4,₹ 480,-100,Jaipur,Asia Pacific,India,INC000023602715
Incident,Incident,TEI-3096,TEI Incident,Muthuraja M,Divya Kurian,10-07-2023 11:10,0,High,In Progress,25-07-2023 10:00,Software,No,28-07-2023 10:00,0,0,5,₹ 600,-100,London,Europe & Eurasia,United Kingdom,INC000023602716
Incident,Incident,TEI-3146,TEI Incident,Suraj S,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,No,29-07-2023 10:00,14,336,8,₹ 960,2,Cambridge,Europe & Eurasia,United Kingdom,INC000023603041
Incident,Incident,TEI-3147,TEI Incident,Govardhan,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,No,29-07-2023 10:00,14,336,6,₹ 720,2,Jaipur,Asia Pacific,India,INC000023603105
Incident,Incident,TEI-3148,TEI Incident,Muthuraja M,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,No,29-07-2023 10:00,14,336,10,"₹ 1,200",3,Chennai,Asia Pacific,India,INC000023603106
Incident,Incident,TEI-3149,TEI Incident,Govardhan,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,No,29-07-2023 10:00,14,336,19,"₹ 2,280",6,Chennai,Asia Pacific,India,INC000023603110
Incident,Incident,TEI-3150,TEI Incident,Govardhan,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,Yes,29-07-2023 10:00,14,336,7,₹ 840,2,Cambridge,Europe & Eurasia,United Kingdom,INC000023603111
Incident,Incident,TEI-3151,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Network,Yes,29-07-2023 10:00,14,336,25,"₹ 3,000",8,Chennai,Asia Pacific,India,INC000023603112
Incident,Incident,TEI-3152,TEI Incident,Suraj S,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Database,Yes,29-07-2023 10:00,14,336,25,"₹ 3,000",8,Kochi,Asia Pacific,India,INC000023603118
Incident,Incident,TEI-3153,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Database,Yes,29-07-2023 10:00,14,336,24,"₹ 2,880",8,Jaipur,Asia Pacific,India,INC000023603119
Incident,Incident,TEI-3154,TEI Incident,Debapratim Sarkar,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Database,Yes,29-07-2023 10:00,14,336,15,"₹ 1,800",5,London,Europe & Eurasia,United Kingdom,INC000023603198
Incident,Incident,TEI-3155,TEI Incident,R Balaji,Divya Kurian,10-07-2023 11:10,24-07-2023 11:10,High,Resolved,26-07-2023 10:00,Database,Yes,29-07-2023 10:00,14,336,23,"₹ 2,760",7,Chennai,Asia Pacific,India,INC000023603199
Incident,Incident,TEI-3156,TEI Incident,Lincy Mathew,Divya Kurian,10-07-2023 11:10,0,Medium,In Progress,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603205
Incident,Incident,TEI-3157,TEI Incident,Maharshi Chatterjee,Divya Kurian,10-07-2023 11:10,0,Medium,In Progress,26-07-2023 10:00,Hardware,No,29-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603206
Incident,Incident,TEI-3158,TEI Incident,Duggisetty Greeshma,Divya Kurian,10-07-2023 17:15,0,Medium,In Progress,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603207
Incident,Incident,TEI-3159,TEI Incident,Suraj S,Divya Kurian,10-07-2023 17:15,0,Medium,In Progress,26-07-2023 10:00,Application,No,29-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603213
Incident,Incident,TEI-3160,TEI Incident,Govardhan,Divya Kurian,10-07-2023 17:15,0,Medium,In Progress,26-07-2023 10:00,Network,No,29-07-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603317
Incident,Incident,TEI-3161,TEI Incident,Muthuraja M,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Database,No,29-07-2023 10:00,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603345
Incident,Incident,TEI-3162,TEI Incident,Govardhan,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Deployement,No,29-07-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603346
Incident,Incident,TEI-3163,TEI Incident,Govardhan,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Software,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023603371
Incident,Incident,TEI-3164,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Configuration,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,Delhi,Asia Pacific,India,INC000023603384
Incident,Incident,TEI-3165,TEI Incident,Suraj S,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Hardware,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,London,Europe & Eurasia,United Kingdom,INC000023603385
Incident,Incident,TEI-3166,TEI Incident,Divya Susan Kurian,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Configuration,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,Delhi,Asia Pacific,India,INC000023603388
Incident,Incident,TEI-3167,TEI Incident,Debapratim Sarkar,Divya Kurian,10-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Application,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,Pune,Asia Pacific,India,INC000023603402
Incident,Incident,TEI-3168,TEI Incident,R Balaji,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Network,Yes,29-07-2023 10:00,0,0,0,₹ 0,100,Pune,Asia Pacific,India,INC000023603403
Incident,Incident,TEI-3169,TEI Incident,Lincy Mathew,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Database,No,29-07-2023 10:00,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603419
Incident,Incident,TEI-3170,TEI Incident,Maharshi Chatterjee,Divya Kurian,11-07-2023 10:00,14-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Deployement,No,29-07-2023 10:00,3,72,0,₹ 0,0,Pune,Asia Pacific,India,INC000023603425
Incident,Incident,TEI-3171,TEI Incident,Duggisetty Greeshma,Divya Kurian,11-07-2023 10:00,14-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Software,No,29-07-2023 10:00,3,72,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023603426
Incident,Incident,TEI-3172,TEI Incident,Suraj S,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Database,No,29-07-2023 10:00,14,336,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023603434
Incident,Incident,TEI-3173,TEI Incident,Govardhan,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Database,No,29-07-2023 10:00,14,336,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603435
Incident,Incident,TEI-3174,TEI Incident,Muthuraja M,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Database,No,29-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603472
Incident,Incident,TEI-3175,TEI Incident,Govardhan,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Database,No,29-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603549
Incident,Incident,TEI-3176,TEI Incident,Govardhan,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603550
Incident,Incident,TEI-3177,TEI Incident,Divya Susan Kurian,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,14,336,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603558
Incident,Incident,TEI-3178,TEI Incident,Suraj S,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Application,No,29-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603559
Incident,Incident,TEI-3179,TEI Incident,Divya Susan Kurian,Divya Kurian,11-07-2023 10:00,25-07-2023 10:00,Low,Resolved,26-07-2023 10:00,Application,No,29-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023603567
Incident,Incident,TEI-3180,TEI Incident,Debapratim Sarkar,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,0,0,0,₹ 0,0,Delhi,Asia Pacific,India,INC000023603568
Incident,Incident,TEI-3181,TEI Incident,R Balaji,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Hardware,No,29-07-2023 10:00,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023603577
Incident,Incident,TEI-3182,TEI Incident,Lincy Mathew,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Configuration,No,29-07-2023 10:00,0,0,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023603630
Incident,Incident,TEI-3183,TEI Incident,Maharshi Chatterjee,Divya Kurian,11-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Application,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,Pune,Asia Pacific,India,INC000023603631
Incident,Incident,TEI-3184,TEI Incident,Duggisetty Greeshma,Divya Kurian,11-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Network,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,London,Europe & Eurasia,United Kingdom,INC000023603689
Incident,Incident,TEI-3185,TEI Incident,Suraj S,Divya Kurian,11-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Database,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,Pune,Asia Pacific,India,INC000023603690
Incident,Incident,TEI-3186,TEI Incident,Govardhan,Divya Kurian,11-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Deployement,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,Pune,Asia Pacific,India,INC000023603698
Incident,Incident,TEI-3187,TEI Incident,Muthuraja M,Divya Kurian,11-07-2023 17:15,0,Low,In Progress,26-07-2023 10:00,Software,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023603711
Incident,Incident,TEI-3188,TEI Incident,Govardhan,Divya Kurian,11-07-2023 17:15,0,Low,Open,26-07-2023 10:00,Configuration,Yes,27-07-2023 10:00,0,0,0,₹ 0,100,Cambridge,Europe & Eurasia,United Kingdom,INC000023603774
Incident,Incident,TEI-3189,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,26-07-2023 10:00,Hardware,No,27-07-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603775
Incident,Incident,TEI-3190,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Configuration,No,28-07-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603875
Incident,Incident,TEI-3191,TEI Incident,Suraj S,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Application,No,28-07-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023603876
Incident,Incident,TEI-3192,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Network,No,28-07-2023 10:00,0,0,0,₹ 0,0,Cambridge,Europe & Eurasia,United Kingdom,INC000023604052
Incident,Incident,TEI-3193,TEI Incident,Debapratim Sarkar,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Database,No,02-08-2023 10:00,0,0,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023604053
Incident,Incident,TEI-3194,TEI Incident,R Balaji,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Deployement,No,02-08-2023 10:00,0,0,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023604076
Incident,Incident,TEI-3195,TEI Incident,Lincy Mathew,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Software,No,02-08-2023 10:00,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604078
Incident,Incident,TEI-3196,TEI Incident,Maharshi Chatterjee,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Network,Yes,02-08-2023 10:00,0,0,0,₹ 0,100,Cambridge,Europe & Eurasia,United Kingdom,INC000023604153
Incident,Incident,TEI-3197,TEI Incident,Duggisetty Greeshma,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Network,Yes,02-08-2023 10:00,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023604155
Incident,Incident,TEI-3198,TEI Incident,Suraj S,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Application,Yes,02-08-2023 10:00,14,336,25,"₹ 3,000",8,Chennai,Asia Pacific,India,INC000023604225
Incident,Incident,TEI-3199,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Application,Yes,02-08-2023 10:00,14,336,12,"₹ 1,440",4,Chennai,Asia Pacific,India,INC000023604226
Incident,Incident,TEI-3200,TEI Incident,Muthuraja M,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Application,Yes,02-08-2023 10:00,14,336,13,"₹ 1,560",4,Cambridge,Europe & Eurasia,United Kingdom,INC000023604251
Incident,Incident,TEI-3201,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Application,No,02-08-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604252
Incident,Incident,TEI-3202,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Application,No,02-08-2023 10:00,14,336,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023604372
Incident,Incident,TEI-3203,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,No,30-07-2023 10:00,14,336,0,₹ 0,0,Jaipur,Asia Pacific,India,INC000023604373
Incident,Incident,TEI-3204,TEI Incident,Suraj S,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,15,"₹ 1,800",5,Cambridge,Europe & Eurasia,United Kingdom,INC000023604483
Incident,Incident,TEI-3205,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,14,"₹ 1,680",4,Pune,Asia Pacific,India,INC000023604484
Incident,Incident,TEI-3206,TEI Incident,Debapratim Sarkar,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,17,"₹ 2,040",5,Jaipur,Asia Pacific,India,INC000023604579
Incident,Incident,TEI-3207,TEI Incident,R Balaji,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,18,"₹ 2,160",6,Cambridge,Europe & Eurasia,United Kingdom,INC000023604580
Incident,Incident,TEI-3208,TEI Incident,Lincy Mathew,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,13,"₹ 1,560",4,Chennai,Asia Pacific,India,INC000023604640
Incident,Incident,TEI-3209,TEI Incident,Maharshi Chatterjee,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,Yes,30-07-2023 10:00,14,336,18,"₹ 2,160",6,Chennai,Asia Pacific,India,INC000023604665
Incident,Incident,TEI-3210,TEI Incident,Duggisetty Greeshma,Divya Kurian,12-07-2023 10:00,26-07-2023 10:00,Low,Resolved,27-07-2023 10:00,Database,No,30-07-2023 10:00,14,336,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604666
Incident,Incident,TEI-3211,TEI Incident,Suraj S,Divya Kurian,12-07-2023 10:00,0,Low,Open,27-07-2023 10:00,Configuration,No,,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023604754
Incident,Incident,TEI-3212,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Hardware,No,,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604755
Incident,Incident,TEI-3213,TEI Incident,Muthuraja M,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Configuration,No,,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604850
Incident,Incident,TEI-3214,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Application,No,,0,0,0,₹ 0,0,Kochi,Asia Pacific,India,INC000023604851
Incident,Incident,TEI-3215,TEI Incident,Govardhan,Divya Kurian,12-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Network,No,,0,0,0,₹ 0,0,London,Europe & Eurasia,United Kingdom,INC000023604923
Incident,Incident,TEI-3216,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Database,No,,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023604924
Incident,Incident,TEI-3217,TEI Incident,Suraj S,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Deployement,No,,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023605025
Incident,Incident,TEI-3218,TEI Incident,Divya Susan Kurian,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Software,No,,0,0,0,₹ 0,0,Chennai,Asia Pacific,India,INC000023605026
Incident,Incident,TEI-3219,TEI Incident,Debapratim Sarkar,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Configuration,Yes,,0,0,0,₹ 0,100,London,Europe & Eurasia,United Kingdom,INC000023605326
Incident,Incident,TEI-3220,TEI Incident,R Balaji,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Hardware,Yes,,0,0,0,₹ 0,100,Chennai,Asia Pacific,India,INC000023605361
Incident,Incident,TEI-3221,TEI Incident,Lincy Mathew,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Configuration,Yes,,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023605364
Incident,Incident,TEI-3222,TEI Incident,Maharshi Chatterjee,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Application,Yes,,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023605365
Incident,Incident,TEI-3223,TEI Incident,Duggisetty Greeshma,Divya Kurian,12-07-2023 17:15,0,Low,In Progress,27-07-2023 10:00,Network,Yes,,0,0,0,₹ 0,100,London,Europe & Eurasia,United Kingdom,INC000023605434
Incident,Incident,TEI-3224,TEI Incident,Suraj S,Divya Kurian,13-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Database,Yes,,0,0,0,₹ 0,100,Jaipur,Asia Pacific,India,INC000023605435
Incident,Incident,TEI-3225,TEI Incident,Govardhan,Divya Kurian,13-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Deployement,No,,0,0,0,₹ 0,0,Pune,Asia Pacific,India,INC000023605463
Incident,Incident,TEI-3226,TEI Incident,Muthuraja M,Divya Kurian,13-07-2023 10:00,0,Low,In Progress,27-07-2023 10:00,Software,No,,0,0,0,₹ 0,0,Pune,Asia Pacific,India,INC000023605478
